,id,c_time,entered_competition_cnt,code_share_cnt,talk_board_cnt,country_code,python_level,ds_level,sms_auth_date
6780,2599,2019-12-31 19:44,18,4,0,82,1,1,
6781,20117,2019-12-31 20:05,4,0,1,82,1,1,
6782,15105,2019-12-31 21:04,5,0,0,82,2,1,
6783,3345,2019-12-31 22:03,5,0,0,82,1,1,
6784,2807,2019-12-31 22:06,6,0,0,82,1,1,
6785,7597,2019-12-31 22:28,4,0,0,82,1,1,
6786,3342,2019-12-31 22:57,17,0,0,82,1,1,
6787,22914,2019-12-31 22:59,6,0,0,82,1,1,
6788,6095,2019-12-31 23:03,1,0,0,82,1,1,
6789,24846,2019-12-31 23:07,4,0,0,82,1,1,
6790,13210,2019-12-31 23:20,1,0,0,82,1,1,
6791,761,2019-12-31 23:36,4,0,0,82,1,1,
6792,23115,2019-12-31 23:41,2,0,0,82,1,1,
6793,4944,2020-01-01 0:00,1,0,0,82,1,1,
6794,4254,2020-01-01 0:59,2,0,0,82,1,1,
6795,24365,2020-01-01 2:10,1,0,0,82,1,1,
6796,12584,2020-01-01 3:50,1,0,0,82,1,1,
6797,11490,2020-01-01 9:39,3,0,0,82,1,1,
6798,16731,2020-01-01 10:34,1,0,0,82,0,0,
6799,18837,2020-01-01 11:58,1,0,0,82,1,1,
6800,4238,2020-01-01 12:04,8,0,0,82,1,1,
6801,16489,2020-01-01 12:16,2,0,0,82,1,1,
6802,1402,2020-01-01 13:07,3,0,0,82,1,1,
6803,19768,2020-01-01 14:56,1,0,0,82,1,1,
6804,4801,2020-01-01 15:36,3,0,0,82,1,1,
6805,728,2020-01-01 15:57,1,0,0,82,1,1,
6806,572,2020-01-01 16:09,11,0,0,82,1,1,
6807,6971,2020-01-01 16:19,4,0,1,82,1,1,
6808,11844,2020-01-01 16:20,3,0,0,82,1,1,
6809,4991,2020-01-01 16:49,8,0,0,82,1,1,
6810,13700,2020-01-01 17:15,1,0,0,82,1,1,
6811,11159,2020-01-01 17:18,4,0,0,82,1,1,
6812,24832,2020-01-01 17:22,3,0,0,82,1,1,
6813,23433,2020-01-01 17:40,0,0,0,82,1,1,
6814,13904,2020-01-01 17:58,18,0,1,82,1,1,
6815,21667,2020-01-01 17:59,1,0,0,82,1,1,
6816,24789,2020-01-01 18:37,4,0,0,82,1,1,
6817,20167,2020-01-01 19:51,16,1,5,82,1,1,
6818,6928,2020-01-01 20:02,1,0,0,82,1,1,
6819,14631,2020-01-01 20:04,1,0,0,82,1,1,
6820,3326,2020-01-01 20:06,1,0,0,82,1,1,
6821,23748,2020-01-01 20:34,15,0,2,82,1,1,
6822,5245,2020-01-01 20:39,4,0,0,82,1,1,
6823,449,2020-01-01 20:41,5,0,0,82,1,1,
6824,20440,2020-01-01 20:47,1,0,0,82,1,1,
6825,21182,2020-01-01 21:07,2,0,0,82,1,1,
6826,3165,2020-01-01 21:33,1,0,0,82,1,1,
6827,13093,2020-01-01 22:19,1,0,1,82,1,0,
6828,1063,2020-01-01 22:54,1,0,0,82,1,1,
6829,2240,2020-01-01 23:01,2,0,0,82,1,1,
6830,5990,2020-01-01 23:22,1,0,0,82,1,1,
6831,17352,2020-01-02 1:06,4,0,0,82,1,1,
6832,16399,2020-01-02 1:11,3,0,0,82,1,1,
6833,952,2020-01-02 2:52,0,0,0,82,1,1,
6834,22826,2020-01-02 3:53,1,0,0,82,1,1,
6835,13526,2020-01-02 4:09,2,0,0,82,1,1,
6836,5595,2020-01-02 5:33,1,0,0,82,1,1,
6837,951,2020-01-02 8:13,11,0,0,82,1,1,
6838,9990,2020-01-02 9:08,2,0,0,82,0,0,
6839,10304,2020-01-02 9:21,1,0,0,82,1,1,
6840,1845,2020-01-02 9:43,1,0,0,82,1,1,
6841,2416,2020-01-02 9:43,2,0,0,82,1,1,
6842,10028,2020-01-02 9:46,3,0,0,82,1,1,
6843,20187,2020-01-02 9:55,0,0,0,82,1,1,
6844,7035,2020-01-02 9:56,1,0,0,82,1,1,
6845,24016,2020-01-02 10:03,3,0,0,82,1,1,
6846,7830,2020-01-02 10:16,6,0,0,82,1,1,
6847,2013,2020-01-02 10:31,77,214,299,1,0,0,
6848,23332,2020-01-02 10:37,14,1,0,82,1,1,
6849,16310,2020-01-02 10:47,6,0,0,82,1,1,
6850,24865,2020-01-02 10:47,3,0,0,82,1,1,
6851,11836,2020-01-02 10:48,3,0,0,82,1,1,
6852,11978,2020-01-02 10:49,1,0,0,82,0,0,
6853,18951,2020-01-02 11:34,7,0,0,82,1,1,
6854,23288,2020-01-02 11:37,6,0,0,82,1,1,
6855,4158,2020-01-02 11:40,2,0,0,82,0,0,
6856,9709,2020-01-02 12:15,2,0,0,82,1,1,
6857,18805,2020-01-02 12:46,10,0,0,82,1,1,
6858,3368,2020-01-02 12:49,5,0,0,82,2,2,
6859,5424,2020-01-02 12:52,2,0,0,82,1,1,
6860,18104,2020-01-02 12:55,2,0,0,82,1,1,
6861,2173,2020-01-02 13:09,2,0,0,82,1,1,
6862,2686,2020-01-02 13:10,5,0,0,82,1,1,
6863,23190,2020-01-02 13:13,1,0,0,82,1,1,
6864,9079,2020-01-02 13:17,2,0,0,82,1,1,
6865,18636,2020-01-02 13:17,2,0,0,82,1,1,
6866,17101,2020-01-02 13:20,3,0,0,82,1,1,
6867,2487,2020-01-02 13:20,0,0,0,82,1,1,
6868,12710,2020-01-02 13:38,3,0,0,82,1,1,
6869,3363,2020-01-02 13:46,1,0,0,82,1,1,
6870,8099,2020-01-02 14:27,4,0,0,82,1,1,
6871,2301,2020-01-02 14:30,1,0,0,82,1,1,
6872,18561,2020-01-02 14:41,2,0,0,82,1,1,
6873,19046,2020-01-02 14:44,1,0,0,82,1,1,
6874,6111,2020-01-02 14:48,7,0,0,82,1,1,
6875,17174,2020-01-02 15:13,1,0,0,82,1,1,
6876,15755,2020-01-02 15:26,1,0,0,82,1,1,
6877,1478,2020-01-02 15:29,5,0,0,82,1,1,
6878,13975,2020-01-02 15:39,11,1,2,82,1,1,
6879,15505,2020-01-02 15:40,1,0,0,82,1,1,
6880,19112,2020-01-02 15:56,1,0,0,82,1,1,
6881,16680,2020-01-02 15:57,1,0,0,82,1,1,
6882,9921,2020-01-02 16:10,2,0,1,82,1,1,
6883,10159,2020-01-02 16:16,4,0,0,82,1,1,
6884,22791,2020-01-02 16:29,1,0,0,82,1,1,
6885,4370,2020-01-02 16:30,2,0,0,82,1,1,
6886,11593,2020-01-02 16:42,1,0,4,82,1,1,
6887,17135,2020-01-02 16:53,1,0,0,82,1,1,
6888,23435,2020-01-02 17:04,5,0,0,82,1,1,
6889,18335,2020-01-02 17:17,3,0,0,82,1,1,
6890,202,2020-01-02 17:17,1,0,0,82,1,1,
6891,21055,2020-01-02 17:21,2,0,0,82,1,1,
6892,20862,2020-01-02 17:35,13,0,1,82,1,1,
6893,20657,2020-01-02 17:41,7,1,1,82,1,1,
6894,10615,2020-01-02 17:47,3,0,0,82,1,1,
6895,22401,2020-01-02 18:04,6,0,0,82,1,1,
6896,21955,2020-01-02 18:07,14,0,1,82,0,0,
6897,7352,2020-01-02 18:20,3,0,0,82,1,1,
6898,20567,2020-01-02 18:22,16,3,4,82,1,1,
6899,18593,2020-01-02 18:45,4,0,0,82,1,1,
6900,20686,2020-01-02 18:49,5,0,0,82,1,1,
6901,14648,2020-01-02 19:04,1,0,0,82,1,1,
6902,18595,2020-01-02 19:05,0,0,0,82,1,1,
6903,9878,2020-01-02 19:07,8,0,0,82,1,1,
6904,23255,2020-01-02 19:13,1,0,0,82,1,1,
6905,12173,2020-01-02 19:37,9,0,0,82,1,1,
6906,1703,2020-01-02 19:53,6,0,0,82,1,1,
6907,7968,2020-01-02 20:05,1,0,0,82,1,1,
6908,15555,2020-01-02 20:16,3,0,0,82,1,1,
6909,10151,2020-01-02 20:19,9,0,0,82,1,1,
6910,2758,2020-01-02 20:26,5,0,0,82,1,1,
6911,12077,2020-01-02 20:28,3,0,0,82,1,1,
6912,14297,2020-01-02 20:41,3,0,0,82,1,1,
6913,16729,2020-01-02 20:53,4,0,0,82,1,1,
6914,21196,2020-01-02 20:58,2,0,0,82,1,1,
6915,3544,2020-01-02 20:59,2,0,0,82,1,1,
6916,14498,2020-01-02 21:00,4,0,0,82,1,1,
6917,121,2020-01-02 21:03,1,0,0,82,1,1,
6918,24916,2020-01-02 21:19,2,0,0,82,1,1,
6919,13638,2020-01-02 21:30,2,0,0,82,1,1,
6920,16698,2020-01-02 21:59,4,0,0,82,1,1,
6921,23425,2020-01-02 22:16,9,0,0,82,1,1,
6922,22412,2020-01-02 22:32,1,0,0,82,1,1,
6923,11469,2020-01-02 23:01,18,0,0,82,1,1,
6924,13965,2020-01-02 23:06,1,0,0,82,1,1,
6925,13184,2020-01-02 23:19,11,0,2,82,1,1,
6926,21370,2020-01-02 23:20,1,0,0,82,1,1,
6927,11940,2020-01-02 23:37,3,0,0,82,1,1,
6928,13753,2020-01-03 0:00,3,0,0,82,1,1,
6929,24301,2020-01-03 0:08,3,0,0,82,1,1,
6930,1743,2020-01-03 1:05,4,0,0,82,1,1,
6931,13274,2020-01-03 1:05,12,0,0,82,1,1,
6932,337,2020-01-03 2:24,3,0,0,82,1,1,
6933,14280,2020-01-03 3:29,13,0,2,82,1,1,
6934,8211,2020-01-03 9:01,6,0,0,82,1,1,
6935,16594,2020-01-03 9:33,20,0,0,82,1,1,
6936,1868,2020-01-03 9:41,3,0,0,82,1,1,
6937,24354,2020-01-03 9:55,1,0,0,82,1,1,
6938,24257,2020-01-03 9:57,5,0,1,82,1,1,
6939,4372,2020-01-03 10:49,1,0,0,82,1,1,
6940,13162,2020-01-03 11:07,1,0,0,82,1,1,
6941,11578,2020-01-03 11:23,8,0,1,82,1,1,
6942,2038,2020-01-03 11:23,0,0,0,82,1,1,
6943,18177,2020-01-03 11:27,1,0,0,82,1,1,
6944,3739,2020-01-03 12:21,0,0,0,82,1,1,
6945,9219,2020-01-03 12:38,1,0,0,82,1,1,
6946,12754,2020-01-03 12:38,4,0,0,82,1,1,
6947,13580,2020-01-03 13:16,0,0,0,82,1,1,
6948,23568,2020-01-03 13:19,4,0,0,82,1,1,
6949,8793,2020-01-03 13:24,1,0,0,82,1,1,
6950,22769,2020-01-03 14:06,0,0,0,82,1,1,
6951,3602,2020-01-03 14:09,1,0,0,82,1,1,
6952,6642,2020-01-03 14:18,2,0,0,82,1,1,
6953,3160,2020-01-03 14:42,12,0,5,82,1,1,
6954,22890,2020-01-03 15:00,2,0,0,82,1,1,
6955,20631,2020-01-03 15:09,7,0,1,82,1,1,
6956,12984,2020-01-03 15:16,1,0,0,82,1,1,
6957,12730,2020-01-03 15:33,2,0,0,82,0,0,
6958,24466,2020-01-03 15:58,4,0,0,82,1,1,
6959,20043,2020-01-03 16:08,1,0,0,82,1,1,
6960,24427,2020-01-03 16:08,4,0,0,82,1,1,
6961,13450,2020-01-03 16:13,11,0,0,82,1,1,
6962,3353,2020-01-03 16:17,2,0,0,82,0,0,
6963,8580,2020-01-03 16:30,2,0,0,82,1,1,
6964,20713,2020-01-03 16:33,1,0,0,82,1,1,
6965,5930,2020-01-03 16:34,10,0,1,82,1,1,
6966,23681,2020-01-03 16:36,6,0,0,82,1,0,
6967,16601,2020-01-03 17:07,8,0,0,82,1,1,
6968,6831,2020-01-03 17:11,7,0,0,82,1,1,
6969,13959,2020-01-03 17:25,1,0,0,82,1,1,
6970,22424,2020-01-03 18:33,0,0,0,82,1,1,
6971,14503,2020-01-03 18:44,2,0,0,82,1,1,
6972,58,2020-01-03 18:48,1,0,0,82,1,1,
6973,17211,2020-01-03 19:11,1,0,0,82,1,1,
6974,593,2020-01-03 19:33,6,0,0,82,1,1,
6975,4747,2020-01-03 19:39,7,0,0,82,0,0,
6976,4922,2020-01-03 20:03,2,0,0,82,1,1,
6977,12165,2020-01-03 20:18,3,0,0,82,1,1,
6978,16284,2020-01-03 20:40,2,0,0,82,1,1,
6979,15138,2020-01-03 21:03,4,0,0,82,1,1,
6980,10238,2020-01-03 21:07,1,0,0,82,1,1,
6981,20195,2020-01-03 21:17,2,0,0,82,1,1,
6982,11939,2020-01-03 21:48,1,0,0,82,1,1,
6983,10217,2020-01-03 21:56,2,0,0,82,1,1,
6984,1479,2020-01-03 21:59,0,0,0,82,1,1,
6985,10979,2020-01-03 22:03,1,0,0,82,1,0,
6986,6945,2020-01-03 22:22,1,0,0,82,1,1,
6987,8861,2020-01-03 22:45,1,0,0,82,1,1,
6988,20312,2020-01-03 22:50,1,0,0,82,1,1,
6989,7409,2020-01-03 22:56,1,0,0,82,1,1,
6990,14556,2020-01-03 23:27,2,0,0,82,1,1,
6991,15216,2020-01-04 1:51,3,0,0,82,1,1,
6992,23421,2020-01-04 3:49,3,0,0,82,1,1,
6993,24156,2020-01-04 7:42,3,0,0,82,1,1,
6994,15062,2020-01-04 10:09,1,0,0,82,1,1,
6995,17417,2020-01-04 10:43,15,3,0,82,0,0,
6996,19079,2020-01-04 11:10,1,0,0,82,1,1,
6997,257,2020-01-04 11:37,1,0,0,82,1,1,
6998,18352,2020-01-04 11:54,4,0,0,82,1,1,
6999,24682,2020-01-04 12:07,10,0,2,82,1,1,
7000,5997,2020-01-04 12:28,4,0,0,82,1,1,
7001,12951,2020-01-04 12:43,2,0,0,82,1,1,
7002,24634,2020-01-04 13:35,1,0,0,82,1,1,
7003,12234,2020-01-04 13:47,10,0,0,82,1,1,
7004,15560,2020-01-04 13:55,4,0,3,82,1,0,
7005,6466,2020-01-04 14:47,1,0,0,82,1,1,
7006,19584,2020-01-04 15:03,6,0,0,82,1,1,
7007,13389,2020-01-04 16:00,4,0,0,82,1,1,
7008,20549,2020-01-04 16:00,2,0,0,82,1,1,
7009,13590,2020-01-04 16:01,2,0,0,82,1,1,
7010,11116,2020-01-04 16:02,7,0,0,82,1,1,
7011,15108,2020-01-04 16:08,2,0,0,82,1,1,
7012,1218,2020-01-04 16:15,3,0,0,82,1,1,
7013,7146,2020-01-04 16:17,1,0,0,82,0,0,
7014,20419,2020-01-04 16:19,0,0,0,82,1,1,
7015,3334,2020-01-04 16:19,1,0,0,82,1,1,
7016,19802,2020-01-04 16:20,1,0,0,82,1,1,
7017,22614,2020-01-04 16:20,1,0,0,82,1,1,
7018,20879,2020-01-04 16:20,1,0,0,82,1,1,
7019,19720,2020-01-04 16:22,5,0,0,82,0,0,
7020,21408,2020-01-04 16:22,1,0,0,82,1,1,
7021,192,2020-01-04 16:26,2,0,0,82,1,1,
7022,8967,2020-01-04 16:27,1,0,0,82,1,1,
7023,8760,2020-01-04 16:28,6,0,0,82,1,1,
7024,10451,2020-01-04 16:28,1,0,0,82,1,1,
7025,3691,2020-01-04 16:29,1,0,0,82,1,1,
7026,6487,2020-01-04 16:29,1,0,0,82,1,1,
7027,22339,2020-01-04 16:30,1,0,0,82,1,1,
7028,9432,2020-01-04 16:34,1,0,0,82,1,1,
7029,14371,2020-01-04 16:36,0,0,0,82,1,1,
7030,4318,2020-01-04 16:37,2,0,0,82,1,1,
7031,15414,2020-01-04 16:40,2,0,1,82,1,1,
7032,15761,2020-01-04 16:40,4,0,0,82,1,1,
7033,21319,2020-01-04 16:43,3,0,0,82,0,0,
7034,15195,2020-01-04 16:46,6,0,2,82,0,0,
7035,16524,2020-01-04 16:46,2,0,0,82,1,1,
7036,18867,2020-01-04 16:53,2,0,0,82,1,1,
7037,17542,2020-01-04 17:13,1,0,0,82,1,1,
7038,16385,2020-01-04 17:19,2,0,0,82,1,1,
7039,8199,2020-01-04 17:20,5,0,0,82,1,1,
7040,1031,2020-01-04 17:29,5,0,0,82,1,1,
7041,3961,2020-01-04 17:29,1,0,0,82,1,1,
7042,12026,2020-01-04 17:41,1,0,0,82,0,0,
7043,17107,2020-01-04 18:56,2,0,0,82,1,1,
7044,14202,2020-01-04 19:42,3,0,0,82,1,1,
7045,14009,2020-01-04 20:21,5,0,0,82,1,1,
7046,24044,2020-01-04 20:29,11,0,0,82,1,1,
7047,17116,2020-01-04 20:38,2,0,0,82,1,1,
7048,10445,2020-01-04 21:33,1,0,0,82,1,1,
7049,17764,2020-01-04 21:45,13,2,0,82,1,1,
7050,24775,2020-01-04 22:15,3,0,0,82,1,1,
7051,8477,2020-01-04 23:43,1,0,0,82,1,1,
7052,18091,2020-01-05 0:14,3,0,0,82,1,1,
7053,1758,2020-01-05 1:39,4,0,0,82,1,1,
7054,20343,2020-01-05 3:00,6,0,0,82,1,1,
7055,6728,2020-01-05 11:23,6,0,0,82,1,1,
7056,13650,2020-01-05 12:50,1,0,0,82,1,1,
7057,19979,2020-01-05 13:07,3,0,0,82,1,1,
7058,13131,2020-01-05 13:23,3,0,0,82,1,1,
7059,237,2020-01-05 13:28,3,0,0,82,1,1,
7060,24742,2020-01-05 13:35,4,0,0,82,1,1,
7061,4378,2020-01-05 13:43,6,0,0,82,1,1,
7062,11395,2020-01-05 14:00,2,0,1,82,1,1,
7063,13576,2020-01-05 14:03,2,0,0,82,1,1,
7064,15321,2020-01-05 14:27,3,0,0,82,0,0,
7065,14975,2020-01-05 14:58,2,0,0,82,1,1,
7066,19608,2020-01-05 15:07,4,0,0,82,1,1,
7067,21752,2020-01-05 15:13,5,0,0,82,0,0,
7068,9757,2020-01-05 15:19,2,0,0,82,1,1,
7069,7656,2020-01-05 15:43,7,0,0,82,1,1,
7070,18847,2020-01-05 16:13,1,0,0,82,1,1,
7071,11476,2020-01-05 16:23,0,0,0,82,1,1,
7072,19754,2020-01-05 17:11,3,0,0,82,1,1,
7073,15762,2020-01-05 17:28,0,0,0,82,1,1,
7074,9137,2020-01-05 17:52,11,0,0,82,1,1,
7075,8176,2020-01-05 17:52,4,2,2,82,1,1,
7076,10169,2020-01-05 17:59,3,0,0,82,1,1,
7077,9251,2020-01-05 18:02,2,0,0,82,1,1,
7078,12412,2020-01-05 18:10,3,0,0,82,1,1,
7079,7978,2020-01-05 18:50,5,0,0,82,1,1,
7080,1122,2020-01-05 19:09,6,0,0,82,1,1,
7081,13497,2020-01-05 19:25,2,0,0,82,1,1,
7082,12676,2020-01-05 19:30,1,0,0,82,1,1,
7083,2823,2020-01-05 19:48,2,0,0,82,1,1,
7084,19484,2020-01-05 20:07,1,0,0,82,1,1,
7085,8902,2020-01-05 20:10,0,0,0,82,1,1,
7086,12446,2020-01-05 20:16,1,0,0,82,1,1,
7087,14824,2020-01-05 20:28,1,0,0,82,1,1,
7088,4959,2020-01-05 20:30,0,0,0,82,1,1,
7089,14672,2020-01-05 21:09,8,0,0,82,1,1,
7090,6654,2020-01-05 21:44,2,0,0,82,1,1,
7091,15747,2020-01-05 21:58,3,0,0,82,1,1,
7092,8194,2020-01-05 22:03,1,0,0,82,1,1,
7093,4092,2020-01-05 22:07,1,0,0,82,1,1,
7094,8530,2020-01-05 22:31,1,0,0,82,1,1,
7095,2466,2020-01-05 22:41,1,0,0,82,1,0,
7096,12127,2020-01-05 22:45,1,0,0,82,1,1,
7097,15109,2020-01-05 23:08,4,0,0,82,1,1,
7098,6478,2020-01-05 23:10,11,0,0,82,1,1,
7099,8740,2020-01-05 23:10,4,0,0,82,1,1,
7100,22930,2020-01-05 23:18,7,0,0,82,1,1,
7101,23183,2020-02-01 12:51,3,0,0,82,1,1,
7102,15695,2020-01-05 23:52,1,0,0,82,1,1,
7103,24422,2020-01-06 1:05,10,0,0,82,1,1,
7104,12133,2020-01-06 1:29,2,0,0,82,1,1,
7105,1576,2020-01-06 2:33,1,0,0,82,1,1,
7106,740,2020-01-06 3:05,1,0,0,82,1,1,
7107,14037,2020-01-06 8:13,5,0,0,82,1,1,
7108,22400,2020-01-06 8:17,3,0,0,82,1,1,
7109,15250,2020-01-06 8:25,2,0,0,82,1,1,
7110,12884,2020-01-06 9:21,1,0,0,82,1,1,
7111,3668,2020-01-06 10:17,12,0,3,82,1,1,
7112,3550,2020-01-06 10:31,0,0,0,82,1,1,
7113,10500,2020-01-06 10:51,9,0,0,82,1,1,
7114,16580,2020-01-06 11:24,6,0,0,82,1,1,
7115,7093,2020-01-06 11:46,1,0,0,82,1,1,
7116,14873,2020-01-06 12:53,1,0,0,82,1,1,
7117,23476,2020-01-06 13:20,0,0,0,82,1,1,
7118,18230,2020-01-06 13:28,0,0,0,82,1,1,
7119,6995,2020-01-06 13:29,3,0,0,82,1,1,
7120,2442,2020-01-06 13:29,7,0,0,82,1,1,
7121,20146,2020-01-06 13:43,1,0,0,82,1,1,
7122,12030,2020-01-06 13:51,3,0,0,82,1,1,
7123,2821,2020-01-06 13:56,6,0,0,82,1,1,
7124,18963,2020-01-06 13:58,1,0,0,82,1,1,
7125,768,2020-01-06 14:02,3,0,0,82,1,1,
7126,23231,2020-01-06 14:10,4,0,0,82,1,1,
7127,18178,2020-01-06 14:53,0,0,0,82,1,1,
7128,8617,2020-01-06 14:56,5,0,0,82,1,1,
7129,11171,2020-01-06 15:04,1,0,0,82,1,1,
7130,14746,2020-01-06 15:09,3,0,0,82,1,1,
7131,2922,2020-01-06 15:31,3,1,0,82,1,1,
7132,4665,2020-01-06 15:39,3,0,0,82,1,1,
7133,4670,2020-01-06 15:39,10,0,0,82,1,1,
7134,15888,2020-01-06 15:45,2,0,0,82,0,0,
7135,11079,2020-01-06 15:47,1,0,0,82,1,1,
7136,21510,2020-01-06 16:13,6,0,0,82,1,1,
7137,863,2020-01-06 16:33,2,0,0,82,1,1,
7138,4085,2020-01-06 16:41,10,0,0,82,1,1,
7139,21563,2020-01-06 16:42,1,0,0,82,1,1,
7140,402,2020-01-06 17:01,1,0,0,82,1,1,
7141,19372,2020-01-06 17:07,8,0,0,82,0,0,
7142,18888,2020-01-06 17:15,3,0,0,82,1,1,
7143,6603,2020-01-06 17:35,2,0,0,82,1,1,
7144,19580,2020-01-06 18:30,6,0,0,82,1,1,
7145,10881,2020-01-06 18:33,1,0,0,82,1,1,
7146,16270,2020-01-06 18:57,0,0,0,82,1,1,
7147,6491,2020-01-06 19:04,1,0,0,82,1,1,
7148,1672,2020-01-06 19:09,1,0,0,82,1,1,
7149,20091,2020-01-06 19:10,1,0,0,82,1,1,
7150,20013,2020-01-06 19:10,1,0,0,82,1,1,
7151,22117,2020-01-06 19:11,1,0,0,82,1,1,
7152,17248,2020-01-06 19:14,0,0,0,82,1,1,
7153,13961,2020-01-06 19:41,1,0,0,82,1,1,
7154,10566,2020-01-06 19:54,6,0,0,82,1,1,
7155,15449,2020-01-06 19:56,5,0,0,82,1,1,
7156,11251,2020-01-06 20:13,2,0,0,82,1,1,
7157,20435,2020-01-06 20:18,7,0,0,82,1,1,
7158,11618,2020-01-06 20:27,4,0,0,82,1,1,
7159,10292,2020-01-06 20:31,2,0,0,82,1,1,
7160,1688,2020-01-06 20:35,2,0,0,82,1,1,
7161,23716,2020-01-06 20:40,1,0,0,82,1,1,
7162,1321,2020-01-06 21:14,2,0,0,82,1,1,
7163,5648,2020-01-06 21:16,8,0,0,82,1,1,
7164,2789,2020-01-06 21:20,3,0,0,82,1,1,
7165,4354,2020-01-06 21:24,13,0,1,82,0,0,
7166,14572,2020-01-06 21:49,3,0,1,82,1,1,
7167,9877,2020-01-06 22:24,2,0,0,82,1,1,
7168,6764,2020-01-06 22:40,3,0,0,82,1,1,
7169,13901,2020-01-06 23:25,1,0,0,82,1,1,
7170,5427,2020-01-06 23:29,1,0,0,82,1,1,
7171,17738,2020-01-07 0:05,8,0,0,82,1,1,
7172,3640,2020-01-07 0:31,1,0,1,82,1,1,
7173,5764,2020-01-07 0:43,6,0,0,82,1,1,
7174,16704,2020-01-07 9:22,1,0,0,82,1,1,
7175,6367,2020-01-07 9:34,4,0,0,82,1,1,
7176,4958,2020-01-07 9:39,10,0,0,82,1,1,
7177,3195,2020-01-07 9:40,3,0,0,82,1,1,
7178,24320,2020-01-07 9:50,4,0,0,82,1,1,
7179,2958,2020-01-07 10:42,1,0,0,82,1,1,
7180,14532,2020-01-07 10:43,1,0,0,82,1,1,
7181,17470,2020-01-07 10:51,8,0,0,82,1,1,
7182,9119,2020-01-07 11:09,2,0,0,82,1,1,
7183,13372,2020-01-07 11:13,2,0,0,82,1,1,
7184,2911,2020-01-07 11:14,2,0,0,82,1,1,
7185,1852,2020-01-07 12:23,1,0,0,82,1,1,
7186,15606,2020-01-07 13:04,1,0,0,82,1,1,
7187,9498,2020-01-07 13:05,1,0,0,82,1,1,
7188,14918,2020-01-07 13:17,1,0,0,82,1,1,
7189,22854,2020-01-07 13:32,1,0,0,82,1,1,
7190,16149,2020-01-07 13:45,1,0,0,82,1,1,
7191,23531,2020-01-07 14:02,2,0,3,82,1,1,
7192,24125,2020-01-07 14:11,3,0,0,82,2,2,
7193,3391,2020-01-07 14:19,2,0,0,82,1,1,
7194,3889,2020-01-07 15:06,15,6,0,82,1,1,
7195,8979,2020-01-07 15:43,1,0,0,82,1,1,
7196,5,2020-01-07 15:55,1,0,0,82,0,0,
7197,12820,2020-01-07 16:53,3,0,0,82,1,1,
7198,6777,2020-01-07 17:16,3,0,0,82,1,1,
7199,575,2020-01-07 17:27,3,0,0,82,1,1,
7200,23673,2020-01-07 17:37,6,0,0,82,1,1,
7201,6453,2020-01-07 17:39,3,0,0,82,1,1,
7202,20539,2020-01-07 18:12,9,0,2,82,1,1,
7203,22120,2020-01-07 18:38,3,0,0,82,1,1,
7204,9644,2020-01-07 18:43,1,0,0,82,1,1,
7205,1940,2020-01-07 19:06,2,0,0,82,1,1,
7206,1905,2020-01-07 19:18,2,0,0,82,1,1,
7207,19010,2020-01-07 19:43,7,0,0,82,1,1,
7208,21678,2020-01-07 20:23,6,0,0,82,1,1,
7209,2234,2020-01-07 20:48,2,0,0,82,1,1,
7210,1797,2020-01-07 21:17,1,0,0,82,1,1,
7211,24285,2020-01-07 21:22,0,0,0,82,1,1,
7212,4732,2020-01-07 21:27,5,0,0,82,1,1,
7213,411,2020-01-07 22:39,1,0,0,82,1,1,
7214,6859,2020-01-07 23:48,3,0,0,82,1,1,
7215,223,2020-01-08 0:38,1,0,0,82,1,1,
7216,11720,2020-01-08 0:39,3,0,0,82,1,1,
7217,5542,2020-01-08 1:09,1,0,0,82,1,1,
7218,7680,2020-01-08 1:31,0,0,0,82,1,1,
7219,17263,2020-01-08 1:47,6,0,0,82,1,1,
7220,5465,2020-01-08 7:05,1,0,0,82,1,1,
7221,19902,2020-01-08 8:25,13,0,1,82,1,1,
7222,8402,2020-01-08 8:52,0,0,0,82,1,1,
7223,18922,2020-01-08 10:39,4,0,1,82,1,1,
7224,4061,2020-01-08 11:23,2,0,0,82,1,1,
7225,18360,2020-01-08 11:30,6,0,0,82,1,1,
7226,23722,2020-01-08 11:53,1,0,0,82,1,1,
7227,23993,2020-01-08 13:14,1,0,0,82,1,1,
7228,24664,2020-01-08 13:43,1,0,0,82,1,1,
7229,11164,2020-01-08 13:53,2,0,0,82,1,1,
7230,20374,2020-01-08 14:52,5,0,1,82,1,1,
7231,24622,2020-01-08 15:00,4,0,0,82,1,1,
7232,21712,2020-01-08 15:16,3,0,0,82,1,1,
7233,15788,2020-01-08 15:24,16,0,0,82,1,1,
7234,6090,2020-01-08 15:55,1,0,0,82,1,1,
7235,10525,2020-01-08 15:57,11,0,0,82,1,1,
7236,3694,2020-01-08 16:40,3,0,0,82,1,1,
7237,19677,2020-01-08 16:45,3,0,0,82,1,1,
7238,7777,2020-01-08 16:49,1,0,0,82,1,1,
7239,17181,2020-01-08 16:53,1,0,0,82,1,1,
7240,21700,2020-01-08 16:56,1,0,0,82,1,1,
7241,10796,2020-01-08 17:09,1,0,0,82,1,1,
7242,5341,2020-01-08 17:32,1,0,0,82,1,1,
7243,18168,2020-01-08 17:35,1,0,0,82,1,1,
7244,14917,2020-01-08 17:44,1,0,0,82,1,1,
